member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,sub_grade,home_ownership,annual_inc,dti,inq_last_6mths,mths_since_last_record,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,collections_12_mths_ex_med,mths_since_last_major_derog,last_week_pay,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim,loan_status
46456184,10150,10150,10150,60,17.57,16,2,28200,25.06,0,73,1,2262,20.2,8,1,1403.05,0,0,0,0,0,44,0,0,14677,11200,0
59660764,18000,18000,18000,60,17.57,16,3,51650,24.51,1,77,1,9453,62.2,52,1,1272.05,0,0,0,0,53,22,0,0,25608,15200,0
7648470,22000,22000,22000,60,14.33,6,2,50300,14.17,0,0,0,12061,53.6,24,2,6403.15,0,0,0,0,0,131,0,0,52348,22500,0
69890060,12000,12000,11950,60,16.99,12,2,43000,23.61,0,0,0,11990,53.3,24,2,327.86,0,0,0,0,0,9,0,0,168733,22500,0
42982857,16000,16000,16000,36,7.49,4,2,130000,15.91,0,0,0,17033,58.9,32,1,952.74,0,0,0,0,46,48,0,587,795423,28900,0
1072349,16000,16000,16000,60,15.61,9,2,92000,11.33,2,86,1,9800,49.7,18,2,4712.97,0,0,0,0,0,122,0,0,237669,19700,0
69604027,15000,15000,15000,60,13.67,12,3,60000,17.8,0,0,0,16200,97.6,10,1,351.14,0,0,0,0,0,9,0,0,24110,16600,0
14637330,12000,12000,11900,36,9.17,2,3,42000,23.91,0,0,0,3733,22.9,27,2,1190.74,0,0,0,0,14,70,0,0,33335,16300,0
23011940,20000,20000,20000,60,14.49,12,1,140000,23.96,1,0,0,39289,82.4,26,1,2923.39,23.52,0,0,0,0,57,0,0,381762,47700,0
60868554,35000,35000,35000,36,13.33,9,2,150000,2.4,1,0,0,2918,62.1,24,2,362.88,0,0,0,0,0,4,0,0,317022,4700,1
45261418,28000,28000,28000,36,6.92,4,2,101000,8.88,0,0,0,48930,71.7,30,1,1418.89,0,0,0,1,16,44,0,91996,74344,68200,0
66056008,5600,5600,5600,36,9.17,4,3,50000,5.23,0,0,0,6260,52.1,24,1,92.76,0,0,0,0,14,9,0,0,6557,13200,0
37708163,6000,6000,6000,36,7.49,4,2,117000,11.83,0,0,0,12544,42.4,25,2,284.63,0,0,0,0,75,35,0,170,357373,29600,1
1607923,9000,9000,8975,36,15.31,9,1,40000,23.52,1,0,0,7290,57.4,25,2,2308.54,0,0,0,0,0,170,0,0,0,0,1
50156851,22300,22300,22300,60,15.61,4,2,58000,31.72,2,0,0,10075,28.1,28,2,2208.78,0,0,0,0,0,35,0,0,207856,35800,0
1505478,16800,16800,16800,60,12.12,6,3,38000,14.78,0,0,0,20295,64.8,12,2,4093.02,0,0,0,0,0,131,0,0,0,0,1
21658889,17000,17000,17000,60,22.15,25,2,49000,24.79,1,0,0,13582,35.1,38,1,5409.95,0,0,0,0,0,83,0,0,187785,38700,0
1572896,18000,18000,17975,36,7.9,4,1,150000,7.86,1,49,1,4593,13.2,43,2,1308.09,0,0,0,0,0,61,0,0,0,0,1
21117715,28000,28000,28000,36,8.39,5,3,115000,11.29,0,0,0,12582,51.4,29,1,2868.57,0,0,0,0,0,83,0,1687,45602,24500,0
14648408,9000,9000,9000,36,12.49,8,3,25000,16.61,0,0,0,9285,68.8,12,2,1034,0,0,0,0,0,52,0,0,20964,13500,1
61465550,26100,26100,25950,36,16.99,12,3,58000,14.03,1,0,0,17326,42,23,2,1717.85,0,0,0,0,0,22,0,0,23927,41100,0
69655768,30000,30000,30000,60,12.59,6,2,150000,15.34,0,0,0,26365,32.4,27,1,583.74,0,0,0,0,0,9,0,0,74619,81300,0
73039883,12000,12000,12000,36,6.99,3,3,100000,6.9,1,0,0,18613,49,16,1,0,0,0,0,0,0,0,0,0,18613,38050,0
14639046,6000,6000,6000,36,18.25,12,3,390000,3.74,4,0,0,5050,47.2,25,2,1519.79,15,0,0,0,48,96,0,670,36054,10700,0
64213000,20875,20875,20850,60,28.49,28,1,58000,15.68,1,0,0,8564,67.4,9,2,0,0,0,0,0,0,0,0,0,28773,12700,0
21259336,2400,2400,2400,36,18.99,5,3,130000,1.37,0,0,0,777,77.7,15,1,182.69,0,311.53,3.1153,0,0,22,0,0,2540,1000,0
11816828,15000,15000,14900,36,12.85,8,3,120000,19.46,3,0,0,14475,89.4,35,2,2754.67,0,0,0,0,0,104,0,0,209503,16200,0
1109629,2400,2400,2400,36,12.69,10,2,92000,20.4,1,0,0,23347,88.1,39,2,495.87,0,0,0,0,0,161,0,0,0,0,1
416096,7000,7000,6754.96,36,16.32,15,3,55000,3.99,1,0,0,4747,93.1,10,2,1651.46,0,0,0,0,0,104,0,0,0,0,1
43122925,22325,22325,22325,60,17.14,16,2,52000,29.77,0,0,0,27283,73.7,26,1,3270.19,0,0,0,0,0,52,0,0,189210,37000,0
70388451,3500,3500,3500,36,6.24,2,3,38000,16.01,0,65,1,3005,62,12,1,15.77,0,0,0,0,62,4,0,0,12725,4850,0
28471064,7000,7000,7000,36,6.49,2,2,60000,3.66,2,0,0,7383,18.1,20,1,394.02,0,0,0,0,0,70,0,0,67211,40800,0
49292318,16975,16975,16975,60,25.57,30,3,34000,21.28,2,0,0,7950,69.1,9,2,3092.45,0,0,0,0,0,39,0,0,31287,11500,0
11786815,35000,35000,35000,36,16.99,4,2,84000,19.56,0,2,1,21671,52.5,43,2,2369.6,0,4470.43,44.7043000018,0,0,22,0,0,141512,41300,0
19315999,14000,14000,14000,60,14.49,12,1,45000,20.96,0,0,0,7007,40.3,12,1,2857.22,0,0,0,0,0,83,0,0,17022,17400,0
37105169,4800,4800,4800,36,14.99,15,3,55000,20.66,1,53,2,4592,36.2,27,1,708.21,0,0,0,0,55,61,0,0,38935,12700,0
7672057,14000,14000,14000,36,11.55,6,2,73000,14.91,1,0,0,14287,74.8,24,2,2510.64,0,0,0,0,37,131,0,0,397113,19100,0
51543005,30000,30000,30000,60,18.25,5,2,110000,22.22,1,0,0,66736,85.5,22,2,3483.64,0,0,0,0,0,35,0,420,268952,72300,0
70719694,14400,14400,14400,60,21.99,6,3,37000,31.93,1,99,1,8102,26.3,21,1,228.7,0,0,0,0,34,4,0,0,30098,30800,0
1240323,35000,35000,35000,36,10.65,4,2,90000,17.41,1,0,0,42673,41.3,42,2,6033.68,0,0,0,0,0,152,0,0,0,0,1
35112671,20000,20000,20000,60,10.15,4,2,67000,11.87,0,0,0,24388,47.9,33,1,2152.19,0,0,0,0,0,61,0,0,185010,50900,0
59145453,20000,20000,19900,60,16.55,8,2,54000,10.82,0,0,0,5652,67.3,20,2,1330.52,0,0,0,0,68,22,0,0,20974,8400,0
12419124,16000,16000,16000,36,13.53,10,1,52000,16.94,0,0,0,14872,57.6,20,2,1956.74,0,0,0,0,0,52,0,1251,30163,25800,1
67687183,20000,20000,20000,60,13.33,9,2,110000,13.47,0,0,0,16909,67.4,49,1,426.9,0,0,0,0,74,9,0,0,352644,25100,0
59673600,12000,12000,12000,36,14.65,15,2,108000,10.77,3,83,1,8260,48.6,20,1,679.92,0,0,0,0,0,22,0,910,371710,17000,0
70367633,5000,5000,5000,36,10.64,8,3,49000,1.22,1,0,0,602,18.2,11,1,41.37,0,0,0,1,0,4,0,2545,49447,3300,0
11517981,29700,29700,29700,60,14.98,9,2,170000,23.74,0,0,0,84512,46.5,32,1,7629.09,0,0,0,0,0,104,0,0,729286,149900,0
67777521,4800,4800,4800,36,9.17,4,2,385000,5.25,0,0,0,15690,95.1,16,1,70.02,0,0,0,0,48,9,0,0,1275731,16500,0
45310887,20000,20000,20000,36,9.17,4,2,93600,33.38,0,0,0,54506,57.3,44,1,1348.01,0,0,0,0,0,44,2,0,369867,95100,0
47159692,4000,4000,4000,36,10.99,8,1,50000,12.79,0,0,0,4134,14.4,14,2,295.49,0,0,0,0,11,39,0,0,10989,28700,0
66722772,10900,10900,10900,36,12.29,3,2,35000,35.94,1,65,1,8748,47.3,40,1,312.26,0,0,0,0,0,13,0,0,142058,18500,0
48592531,15000,15000,15000,36,8.18,2,2,62000,12.21,0,0,0,2154,40.6,15,2,512.87,0,0,0,0,0,22,0,0,109299,5300,1
8199711,28000,28000,27950,60,21.15,10,2,109000,24.02,2,0,0,16363,27.1,63,2,11473.46,0,0,0,0,0,117,0,0,419933,60300,1
42712199,20325,20325,20325,36,8.67,2,2,57000,29.24,1,0,0,23615,23.9,57,2,1403.96,0,0,0,0,0,48,0,527,236818,99000,0
25305723,10000,10000,10000,36,7.69,4,2,82500,16.83,1,0,0,11298,39.2,41,2,870.58,0,0,0,0,33,78,0,1526,230826,28800,0
27218478,12800,12800,12800,60,12.99,3,2,44000,23.3,0,0,0,9937,21.1,29,1,1967.34,0,0,0,0,19,65,0,0,197387,47000,1
8728824,10275,10275,10275,36,9.71,2,2,29600,13.63,1,0,0,12882,33.2,27,1,1516.69,0,0,0,0,0,122,0,0,38375,38800,0
27770420,7000,7000,7000,36,19.52,10,3,32500,27.66,0,0,0,12631,66.8,11,2,1517.06,0,0,0,0,0,70,0,0,21810,18900,0
842080,25000,25000,24975,36,13.8,12,2,96000,1.48,3,0,0,6357,25,21,2,5667.32,0,0,0,0,0,161,0,0,0,0,1
58369313,15000,15000,15000,36,20.99,25,3,35000,15.43,1,88,1,12268,53.8,33,1,1380.86,0,0,0,0,0,26,0,0,15550,22800,0
25526064,15000,15000,15000,36,10.99,6,3,45000,16.16,0,76,1,26955,74.1,17,1,1777.99,0,0,0,0,0,70,0,0,26955,36400,1
18605327,8150,8150,8150,36,17.57,16,3,60000,28.09,1,0,0,21177,54.4,29,1,677.11,0,0,0,0,0,26,0,0,52359,38900,1
59349233,6000,6000,5975,36,11.53,10,2,40000,16.47,0,0,0,8149,69.6,33,2,266.95,0,0,0,0,37,22,0,2361,149955,11700,0
70259958,14000,14000,14000,36,9.17,4,2,58000,29.67,0,0,0,38686,43.9,54,1,99.85,0,0,0,0,0,9,0,0,120660,88197,0
1208136,3000,3000,3000,36,11.71,6,2,45000,15.23,0,0,0,863,86.3,8,2,569.92,0,0,0,0,0,157,0,0,0,0,1
57444862,23325,23325,23300,60,21.99,6,3,63000,22.21,0,0,0,4443,81,18,2,2475.06,0,0,0,0,35,26,0,0,59812,5500,0
67109138,30000,30000,30000,36,12.05,3,3,130000,7.56,0,0,0,12924,62.7,19,1,555.34,0,0,0,0,0,9,0,0,21024,20600,0
43906107,22000,22000,22000,36,12.69,6,3,72000,30.42,0,0,0,20109,69.1,53,1,2052.88,0,0,0,0,41,43,0,0,130027,36500,0
11116763,6500,6500,6500,36,10.99,4,3,29900,23.56,0,111,1,5289,49.4,17,1,1036.06,0,0,0,0,0,109,0,0,10814,10700,0
63592965,25000,25000,25000,60,8.18,2,2,135000,13.54,1,0,0,28258,84.9,33,1,673.43,0,0,0,0,0,17,0,0,315571,33300,0
36945138,7200,7200,7200,36,8.19,5,2,18024,9.72,0,55,1,2755,28.7,44,2,571.61,0,0,0,0,69,61,0,0,2755,9600,0
1599768,21625,21625,21625,60,20.5,10,3,45000,32.51,0,0,0,17468,93.9,20,2,9392.55,14.9502107744,2279.63,22.623500004,0,0,126,0,0,0,0,0
46051693,22675,22675,22675,60,22.99,6,1,54051,18.21,0,0,0,25885,77.3,26,1,4129.41,0,0,0,0,70,44,0,0,25885,33500,0
70649380,9200,9200,9200,36,8.38,2,1,20000,13.81,1,0,0,5901,31.1,13,1,87.81,0,0,0,0,0,4,0,0,22363,19000,0
55326418,16400,16400,16400,60,19.99,20,2,55000,34.67,1,0,0,22877,69.3,45,2,1836.18,0,0,0,0,0,31,0,0,259654,33000,0
2557781,16500,16500,16500,60,19.05,16,2,110000,10.05,1,0,0,15597,73.2,18,2,7528.82,0,0,0,0,79,161,0,0,26566,21300,0
45440670,11950,11950,11925,60,23.99,12,3,35000,14.71,2,0,0,5713,16.4,15,2,2273.58,0,0,0,0,32,44,0,0,5713,34900,0
53233008,4500,4500,4500,36,9.17,4,2,106400,9.39,0,0,0,12686,78.8,20,2,217.25,0,0,0,0,21,31,0,0,38691,16100,0
71318975,18350,18350,18350,60,16.55,8,3,55000,33.93,1,59,1,5369,46,19,1,278.39,0,0,0,0,67,4,0,0,82172,11610,0
23653876,12000,12000,12000,60,18.24,20,2,92000,14.6,4,0,0,9618,33.7,41,1,1598.74,0,0,0,0,0,39,0,0,344169,28500,1
6467988,21000,21000,21000,60,22.47,25,2,125000,13.47,2,47,2,15776,51.1,18,1,4465.44,0,0,0,0,0,52,0,0,583364,30900,1
13967702,7000,7000,6975,36,10.99,4,2,160000,15.88,1,0,0,32991,77.4,22,2,1038.97,0,0,0,0,0,95,0,0,261450,42600,0
37105807,19600,19600,19600,36,15.59,4,2,45000,25.76,0,0,0,31068,95.6,12,2,2739.54,0,0,0,0,0,52,0,0,145255,32500,1
8229069,10000,10000,10000,36,9.71,2,2,90000,14.7,1,0,0,2114,81.3,21,2,1495.34,0,0,0,0,0,126,0,0,220734,2600,0
65581774,16000,16000,16000,36,7.89,5,2,130000,26.8,0,0,0,38859,80,34,2,290.25,0,0,0,0,0,13,0,0,326635,48600,0
42648923,13000,13000,13000,36,8.19,5,3,52000,13.71,0,68,1,9334,49.6,36,1,562.89,0,0,0,0,0,35,0,834,15925,18800,0
57215409,11000,11000,11000,60,9.99,6,3,55000,25.05,0,0,0,13073,59.7,18,2,525.41,0,0,0,0,0,26,0,0,66547,21900,0
51944396,12450,12450,12450,36,14.65,15,3,68000,9.32,0,62,2,2510,27,18,2,1019.45,0,0,0,0,0,31,0,458,61199,9300,1
9658256,11000,11000,11000,36,10.99,4,3,35000,26.23,0,0,0,11011,46.1,28,1,1787.72,0,0,0,0,0,113,0,0,99488,23900,0
53959624,18000,18000,18000,36,6.24,2,3,105000,6.62,0,0,0,24981,69.4,7,1,592.5,0,0,0,0,0,31,0,0,24981,36000,0
61465202,20000,20000,20000,60,17.86,20,2,50100,19.59,1,61,1,12081,52.5,40,2,1093.72,0,0,0,0,0,17,0,131,40106,23000,0
70434098,3000,3000,3000,36,13.67,12,3,40000,37.35,1,0,0,36455,99.1,12,2,31.9,0,0,0,0,0,4,0,0,39636,36800,0
70284176,10000,10000,10000,36,12.05,3,3,78000,4.8,2,0,0,4174,23.9,23,1,130.54,0,0,0,0,37,9,0,2603,27105,18600,0
70233941,12000,12000,12000,36,7.89,5,3,90000,13.02,0,0,0,14289,52,21,1,73.64,0,0,0,0,62,4,0,0,39497,27500,0
39692918,10000,10000,10000,60,13.66,9,3,45000,29.12,0,0,0,9375,72.7,14,1,1259.42,0,0,0,0,0,57,0,0,55926,12900,0
9428169,26375,26375,26375,60,16.2,12,2,60000,18.46,0,0,0,27164,54.1,20,2,7036.38,0,0,0,0,0,100,0,0,152124,50200,1
21399483,22000,22000,22000,36,7.69,4,3,90000,16.37,0,0,0,21992,57,11,1,1992.05,0,0,0,0,0,78,0,0,53692,38600,0
23062750,15000,15000,15000,60,15.61,4,1,60000,24.68,0,0,0,16623,78.8,52,1,3156.62,0,0,0,0,9,78,0,0,119007,21100,0
58680162,7500,7500,7500,36,10.99,8,2,63200,8.58,0,0,0,6031,48.6,17,1,382.96,0,0,0,0,0,26,0,0,84473,12400,0
7537452,10000,10000,10000,36,12.35,8,2,45000,32.8,0,93,1,3689,64.7,18,1,919.24,0,0,0,0,0,43,0,0,154943,5700,0
16690685,10000,10000,10000,36,14.64,9,2,36852,21.26,0,39,5,6700,34.2,16,1,1944.28,0,0,0,0,0,91,0,0,160755,19600,0
72489222,12000,12000,11750,36,8.38,2,3,33500,34.15,1,0,0,16235,55,11,2,0,0,0,0,0,0,0,0,0,39752,29500,0
49871795,23925,23925,23925,60,22.99,6,3,60000,18.9,3,77,1,5663,49.2,24,2,3515.95,0,0,0,0,0,35,0,0,104546,11500,0
1225115,20000,20000,19700,60,12.69,10,3,55000,29.26,0,0,0,18865,66.4,21,2,5565.81,0,0,0,0,0,148,0,0,0,0,1
65569473,2000,2000,2000,36,8.18,2,3,55000,20.88,1,0,0,11073,30,34,1,31.78,0,0,0,0,23,13,0,0,35816,37250,0
49575893,9975,9975,9975,36,15.61,4,3,28000,29.7,0,0,0,16922,93.5,20,1,1044.78,0,0,0,0,0,39,0,0,32579,18100,0
3956886,35000,35000,35000,36,16.29,12,3,80445,25.24,0,0,0,31341,95.6,32,1,7371.88,0,0,0,0,0,87,0,0,61080,32800,0
13147165,20000,20000,20000,36,16.24,15,2,220000,13.27,0,56,2,4799,62.3,25,1,4597.74,0,0,0,0,53,104,0,3400,329538,7700,0
8948242,10000,10000,10000,36,12.99,8,3,68000,14.7,3,0,0,7419,37.3,26,2,1929.6,0,0,0,0,0,109,0,0,33373,19900,1
10557641,13000,13000,13000,36,18.55,8,2,95000,12.14,2,0,0,9713,39.2,18,2,200.91,0,1808.96,18.0896,0,0,4,0,0,178923,24800,0
7642523,12000,12000,12000,36,12.35,8,3,35000,15.22,0,0,0,5050,82.8,10,2,2334.84,0,0,0,0,0,131,0,0,37951,6100,0
21318806,21000,21000,21000,36,10.99,6,2,120000,8.07,2,0,0,20099,26.6,37,2,2837.06,0,0,0,0,0,83,0,0,256274,75500,0
42586156,11975,11975,11975,60,12.39,3,2,64000,30.79,0,0,0,12902,67.5,25,1,1309.99,0,0,0,0,0,52,0,0,162464,19100,0
4719380,28000,28000,28000,36,7.62,3,2,145000,8.89,1,0,0,7859,14,37,2,3052.87,0,0,0,0,0,109,0,0,347081,56200,1
71210229,25000,25000,25000,36,5.32,1,2,78000,11.58,0,0,0,36465,45,20,2,96.05,0,0,0,0,54,4,0,0,216061,81000,0
9340904,13000,13000,13000,36,14.3,3,2,50000,17.26,0,0,0,11642,97,15,1,2834.2,0,0,0,0,30,117,0,0,295126,12000,0
946620,5500,5500,5425,36,5.42,1,1,35000,7.71,0,0,0,5975,21.5,12,2,470.27,0,0,0,0,0,157,0,0,0,0,1
59729609,14200,14200,14200,36,11.53,10,3,61000,29.1,1,0,0,7806,57.8,14,1,631.79,0,0,0,0,0,22,0,0,30235,13500,0
771068,4500,4500,4497.49147442,60,6.17,3,3,55000,14.81,0,0,0,2645,13.8,18,2,741.16,0,0,0,0,0,265,0,0,0,0,1
43581038,6800,6800,6800,36,12.29,3,3,47900,12.1,0,0,0,13132,74,16,1,670.13,0,0,0,0,0,48,0,0,13889,17700,0
42535892,25000,25000,25000,36,6.49,2,2,200000,9.94,0,0,0,26150,50.1,33,1,1278.51,0,0,0,0,0,48,0,500,351928,58200,0
46616543,10000,10000,9950,36,10.99,8,2,145000,33.18,0,0,0,64001,81.4,43,2,738.73,0,0,0,0,0,39,0,0,300411,78600,0
51543244,19600,19600,19600,60,12.29,3,2,80000,14.48,0,49,1,336,5.8,28,1,1509.43,0,0,0,0,55,35,0,0,38990,5800,0
1027808,18000,18000,18000,36,15.23,15,2,93000,15.47,1,0,0,31800,66,28,2,4725.3,15,0,0,0,0,165,0,0,0,0,1
18435645,15000,15000,15000,36,7.69,4,2,55000,22.91,0,0,0,16251,64.7,29,2,837.36,0,0,0,0,0,39,0,0,136956,25100,1
8550779,12000,12000,12000,36,11.55,6,3,97519,16.56,0,0,0,5082,49.3,16,2,2122.03,0,0,0,0,0,122,0,0,22720,10300,0
46695971,23000,23000,23000,60,9.99,6,2,135000,23,0,0,0,26433,50.6,37,1,1619.72,0,0,0,0,0,39,0,0,317207,52200,0
67169387,20000,20000,20000,36,13.99,12,3,50000,21.17,2,0,0,29525,90,17,1,445.54,0,0,0,0,0,9,0,0,34706,32800,0
31517001,11675,11675,11675,36,18.24,20,2,56000,37.06,0,0,0,17619,71,26,1,2242.15,0,0,0,0,0,65,0,0,186750,24800,0
65002937,17650,17650,17650,36,17.57,16,2,70000,18.07,0,0,0,12457,50,10,1,741.46,0,0,0,0,0,13,0,0,223548,24900,0
18945146,2000,2000,2000,36,15.61,4,1,45000,6.5,2,87,1,9657,29.7,16,2,389.04,0,0,0,0,15,83,0,0,9657,32500,0
19345405,15000,15000,15000,36,7.69,4,3,75000,25.07,0,0,0,6532,23.4,23,1,1403.78,0,0,0,0,0,83,0,0,35975,27900,0
28642123,10000,10000,10000,36,11.67,8,2,150000,9.06,1,0,0,30895,86.3,26,1,1270.96,0,0,0,0,59,70,0,0,214793,35800,0
53926048,17675,17675,17675,36,6.24,2,2,100000,13.24,1,0,0,14144,25.5,42,2,581.8,0,0,0,0,0,31,0,0,95565,55400,0
70295652,15000,15000,14950,36,17.57,16,2,85000,18.47,1,0,0,8730,37.1,30,2,190.34,0,0,0,0,0,4,0,706,238017,23500,0
1701796,12000,12000,12000,36,6.62,2,2,115000,3.3,1,0,0,23818,61.5,20,2,66.33,0,0,0,0,0,4,0,0,0,0,1
6993177,20000,20000,20000,60,21.49,15,2,61000,23.22,1,0,0,21464,83.2,26,1,7736.42,0,0,0,0,0,104,0,0,50324,25800,1
47964362,15000,15000,15000,36,6.68,3,2,275000,18.55,0,0,0,220438,31.5,32,2,669.29,0,0,0,0,21,39,0,0,394034,241600,0
46826708,16000,16000,15900,36,12.29,3,3,60000,16.2,1,0,0,16376,50.5,24,2,1324.23,0,0,0,0,0,39,0,0,20088,32400,0
40503272,20000,20000,20000,36,9.49,4,2,50000,14.28,1,0,0,20449,51.4,22,2,1618.36,0,0,0,0,0,57,0,0,20449,39800,0
59732719,25000,25000,25000,36,7.89,5,1,70000,22.25,0,0,0,130501,55.8,33,1,759.07,0,0,0,0,0,22,0,0,130501,184100,0
44215072,35000,35000,35000,60,15.61,4,2,74800,31.37,0,0,0,37340,69.5,24,1,4256.65,0,0,0,0,0,43,0,0,164189,53700,0
1896608,11875,11875,11875,36,14.09,10,2,55000,13.75,1,0,0,3768,55.4,20,2,2343.45,0,0,0,0,49,104,0,0,13347,6800,1
27769251,24000,24000,24000,60,10.99,6,2,70000,18.45,0,0,0,17721,76.7,41,1,3170.4,0,0,0,0,0,70,0,0,179994,23100,0
28801202,20000,20000,20000,60,12.99,3,2,85000,17.93,0,0,0,17899,55.8,35,1,3138.03,0,0,0,0,0,70,0,0,17899,32100,0
43335353,15000,15000,15000,60,13.66,9,3,85000,17.98,0,116,1,14292,44.5,21,1,1741.67,0,0,0,0,0,52,0,0,39404,32100,0
34160841,12000,12000,12000,36,13.98,9,3,120000,19.54,1,0,0,17891,66.5,32,1,1638.3,0,0,0,0,0,61,0,0,287180,26900,0
1779958,11700,11700,11700,36,13.11,8,3,38000,27.79,1,0,0,11099,77.1,18,2,2138.8,0,0,0,0,0,100,0,0,56496,14400,1
73070359,15600,15600,15550,60,17.97,16,3,53000,32.72,0,92,1,11211,47.7,31,2,0,0,0,0,0,0,0,0,0,41139,23500,0
41240410,10000,10000,10000,36,13.66,9,3,28000,13.97,0,0,0,3119,69.3,7,2,1090.36,0,0,0,0,0,48,0,87,10615,4500,0
11039992,10075,10075,10075,36,8.9,5,2,150000,7.65,1,0,0,22070,46.2,23,1,1248.39,0,0,0,0,12,104,0,0,658834,47800,1
51370321,13000,13000,13000,36,6.68,3,3,73000,20.75,0,0,0,12501,28.2,38,1,517.91,0,0,0,0,0,35,0,0,63379,44300,0
37747783,4800,4800,4800,36,7.49,4,3,45600,22.39,1,0,0,4432,29.4,15,1,269.47,0,0,0,0,0,43,0,0,68865,15100,1
40996636,3000,3000,3000,36,14.31,12,2,135200,19.44,1,0,0,40675,88.6,14,2,348.97,0,0,0,0,0,48,0,0,354452,45900,1
53975230,2000,2000,2000,36,14.65,15,3,57987,19.88,0,0,0,11033,44.5,23,1,157.62,0,0,0,0,28,31,0,743,30353,24800,0
1002373,1000,1000,1000,36,18.39,10,2,50300,11.12,1,103,1,9959,95.8,10,2,306.37,0,0,0,0,0,161,0,0,0,0,1
744722,5000,5000,5000,60,10.75,4,2,65000,20.68,2,0,0,11490,41.2,15,2,1484.41,0,0,0,0,0,261,0,0,0,0,1
55478491,35000,35000,35000,36,14.65,15,2,115000,8.29,0,0,0,17695,56.7,28,1,2390.07,0,0,0,0,28,26,0,0,411273,31200,0
28701233,1750,1750,1750,36,24.5,18,3,38740,24,2,0,0,423,12.1,32,1,457.62,0,0,0,0,50,65,0,2535,46002,3500,0
31127745,24000,24000,24000,60,15.61,4,3,101000,15.05,0,21,1,24205,88.3,13,1,4427.35,0,0,0,0,55,65,0,0,55669,27400,0
68720098,35000,35000,34950,60,18.49,10,3,100000,16.86,1,0,0,23103,47,17,2,1001.14,0,0,0,0,0,9,0,0,53735,49200,0
14508768,16000,16000,16000,36,15.31,12,2,53000,17.53,0,0,0,20197,73.2,17,2,3356.65,0,0,0,0,0,96,0,0,99289,27600,0
46306724,9500,9500,9500,36,6.92,4,2,91500,19.25,2,93,2,7698,58.3,35,1,439.28,0,0,0,0,0,39,0,0,180899,13200,0
64656494,3000,3000,3000,36,17.57,16,3,58500,17.09,3,0,0,15960,25.5,52,2,164.17,0,0,0,0,0,17,0,0,18348,62600,0
32138573,15000,15000,15000,36,15.61,4,2,165900,26.06,0,0,0,52421,96,31,2,2437.63,0,0,0,0,0,65,0,0,747460,54423,0
43416541,8000,8000,8000,36,11.44,8,3,25000,33.27,0,0,0,5202,33.6,4,2,671.15,0,0,0,0,0,43,0,0,25407,15500,0
37077040,5600,5600,5600,36,14.99,15,2,45000,13.65,2,31,3,5470,24.9,45,1,512.01,0,0,0,0,56,39,0,0,43083,22000,1
69696671,15000,15000,15000,36,9.17,4,2,69500,11.85,0,0,0,11210,15.9,41,1,215.01,0,0,0,0,0,9,0,0,236639,70700,0
41220148,20325,20325,20325,60,18.54,5,3,51000,24.47,1,0,0,22897,102.7,24,2,3523.81,0,0,0,0,55,52,0,0,29046,22300,0
49778117,13000,13000,13000,60,14.65,15,3,50000,19.3,1,0,0,13019,64.1,17,2,1196.6,0,0,0,0,0,35,0,0,35438,20300,0
43742312,4800,4800,4800,36,15.61,4,3,57200,21.76,0,0,0,5675,81.1,7,1,604.25,0,0,0,0,0,48,0,63,34710,7000,0
42446428,11600,11600,11600,60,16.55,8,3,38000,32.75,0,0,0,8530,76.8,18,1,1649.89,0,0,0,1,0,48,0,59,14137,11100,0
36936919,3600,3600,3600,36,17.14,16,3,51000,15.34,4,0,0,6717,53.3,20,1,605.02,0,0,0,0,0,61,0,0,23746,12600,0
22973397,9650,9650,9400,36,13.98,9,3,28665,27.55,2,0,0,18342,64.8,44,2,1264.65,0,0,0,0,46,61,0,0,146392,28300,1
61059540,5000,5000,5000,36,7.26,4,2,50000,9.39,1,0,0,1637,5.2,44,2,91.17,0,0,0,0,0,13,0,0,214638,31600,1
28661038,15000,15000,15000,60,19.52,10,1,54000,27.88,1,82,1,15300,40.8,35,1,3588.97,0,0,0,0,0,70,0,250,312703,37500,0
59589311,14700,14700,14700,60,16.99,12,3,32000,32.93,0,69,1,6795,64.7,12,2,990.32,0,0,0,0,0,22,0,97,28856,10500,0
46910503,28000,28000,28000,36,6.68,3,2,100000,14.66,1,73,1,42054,56.5,42,1,1249.36,0,0,0,0,0,39,0,0,56332,74400,0
21379199,6050,6050,6050,36,12.99,3,3,25000,11.47,1,67,1,6289,26.8,31,2,971.87,0,0,0,0,64,83,0,0,6289,23500,0
66256003,7550,7550,7550,36,16.99,12,3,18000,24.53,0,0,0,9874,68.1,15,1,204.36,0,0,0,0,55,13,0,0,9874,14500,0
25616084,18000,18000,18000,36,7.69,4,2,40000,19.14,0,0,0,12616,19.7,39,1,1172.08,0,0,0,0,0,48,0,0,93245,64000,1
774488,7500,7500,7500,60,15.57,20,2,69000,3.86,5,0,0,7177,80.6,7,2,193.07,0,0,0,0,0,13,0,0,0,0,0
53856129,23525,23525,23525,36,14.65,15,3,100000,6.23,0,0,0,6336,28.5,18,1,1854.08,0,0,0,0,0,31,0,0,25218,22200,0
